Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Chepkorniswo,178.53,163.75,147.71,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kaibichbich,178.49,163.7,147.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Keringet,178.21,163.43,147.39,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kisumu,177.5,162.7,146.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Sondu,177.59,162.8,146.77,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Oyugis,178.08,163.29,147.25,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kakamega,177.54,162.75,146.72,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Mumias,177.82,163.03,146.99,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Bondo,177.7,162.91,146.88,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Siaya,177.83,163.04,147,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kericho,178,163.21,147.17,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Nyamira,178.07,163.28,147.24,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kisii,178.37,163.58,147.55,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Sotik,178.21,163.42,147.38,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Keroka,178.39,163.6,147.56,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Busia,178.36,163.57,147.54,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Homabay,178.31,163.52,147.48,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Migori,179.17,164.37,148.34,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Isebania,179.45,164.66,148.62,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Bomet,178.61,163.82,147.78,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Muhoroni,177.72,162.93,146.9,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Mbita,178.3,163.5,147.47,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Mbale,177.5,162.7,146.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Etago,178.94,164.15,148.12,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Magenche,179.05,164.26,148.22,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kilgoris,178.88,164.09,148.06,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Malava,177.86,163.06,147.03,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Lugari,178.25,163.45,147.42,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Rodi Kopany,178.37,163.58,147.55,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ndhiwa,178.65,163.86,147.82,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Rangwe,178.36,163.57,147.54,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Sindo,178.37,163.58,147.55,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Awasi,177.45,162.66,146.63,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ahero,177.5,162.7,146.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ugunja,177.93,163.13,147.1,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Asembo,177.57,162.78,146.75,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Usenge,178.06,163.26,147.22,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Harambee,177.54,162.75,146.71,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Muhuru Bay,179.31,164.52,148.48,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kehancha,179.54,164.75,148.71,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ntimaru,179.85,165.06,149.02,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Rongo,178.62,163.83,147.8,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kaspokwony,178.59,163.8,147.75,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Chwele,178.53,163.74,147.7,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kimilili,178.46,163.67,147.62,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Nambale,178.36,163.57,147.54,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
SioPort,178.35,163.56,147.53,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Port Bunyala,178.4,163.61,147.57,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Funyula,178.22,163.43,147.4,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ogembo,178.53,163.74,147.7,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Nyangusu,178.79,164,147.96,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Sengera,178.72,163.92,147.88,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Keumbu,178.44,163.64,147.61,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Marani,178.14,163.35,147.31,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Kerina,178.5,163.71,147.68,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Ikonge,177.86,163.07,147.03,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Nyansiongo,178.26,163.47,147.43,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,125.40
Mombasa,156.86,137.76,125.69,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kilifi,157.57,138.47,126.41,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Likoni Mainland,157.22,138.11,126.05,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kwale,157.22,138.11,126.05,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Malindi,157.78,138.67,126.61,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lungalunga,157.93,138.83,126.76,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Voi,158.34,139.24,127.17,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Taveta,159.75,140.64,128.58,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lamu,160.16,141.06,129,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Hola,160.45,141.34,129.28,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mpeketoni,160.16,141.06,129,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Minjila,159.13,140.02,127.96,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Garsen,159.22,140.11,128.05,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Samburu,157.16,138.06,126,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Taru,157.34,138.24,126.18,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mwatate,158.68,139.57,127.51,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Wundanyi,158.84,139.74,127.68,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kaloleni,157.01,137.92,125.85,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Marereni,158.44,139.34,127.27,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nairobi,159.12,140,127.94,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Thika,159.12,140.01,127.94,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Machakos,159.36,140.24,128.18,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kajiado,159.54,140.42,128.36,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Makuyu,159.41,140.29,128.23,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Muranga,159.64,140.52,128.46,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Sagana,159.85,140.75,128.68,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Embu,160.22,141.1,129.04,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kerugoya,160.14,141.03,128.97,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Narok,160.5,141.4,129.33,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nyeri,160.49,141.37,129.31,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Namanga,160.66,141.55,129.48,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kiganjo,160.46,141.34,129.28,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Chuka,160.75,141.63,129.57,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kitui,160.65,141.54,129.47,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mwingi,161.03,141.93,129.86,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nanyuki,161.05,141.94,129.87,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nkubu,162.01,142.91,130.84,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mtito Andei,161.55,142.44,130.38,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Meru,162.21,143.1,131.04,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Isiolo,162.07,142.96,130.89,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Maua,162.66,143.56,131.49,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Garissa,163.29,144.17,132.11,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Marsabit,166.97,147.85,135.79,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Liboi,166.05,146.94,134.87,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Moyale,168.55,149.44,137.37,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Sololo,167.61,148.49,136.43,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Habaswein,165.98,146.86,134.8,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Dadaab,164.67,145.55,133.49,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Tarbaj,168.22,149.12,137.04,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Elwak,169.83,150.72,138.65,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Wajir,168.38,149.27,137.21,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Modogashe,166.12,147,134.94,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mandera,172.15,153.05,140.98,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Matuu,160.02,140.9,128.84,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Merti,164.46,145.35,133.29,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Oldonyiro,161.47,142.36,130.29,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Eldas,170.16,151.04,138.98,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Bute,167.19,148.08,136.02,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Hadado,165.78,146.67,134.6,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mai Mahiu,159.24,140.12,128.06,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Doldo,161.81,142.7,130.63,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lamuria,160.93,141.82,129.75,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Sipili,161.8,142.68,130.62,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Marimanti,161.42,142.31,130.25,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mutuobare,160.76,141.65,129.58,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
North Horr,167.93,148.82,136.75,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Maikona,166.55,147.43,135.37,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kalacha,167.09,147.97,135.91,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Loyangalani,167.15,148.04,135.97,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Turbi,166.96,147.84,135.78,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Laisamis,164.16,145.06,132.98,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Merille,163.87,144.75,132.69,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Korr,165.11,146,133.93,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nakuru,158.64,139.83,127.79,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Gilgil,158.61,139.79,127.76,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Mogotio,158.6,139.78,127.74,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Molo,158.69,139.86,127.83,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Olenguruone,159.39,140.56,128.53,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Londiani,158.9,140.09,128.05,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nyahururu,158.89,140.08,128.04,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Archers Post,161.88,143.06,131.03,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lodosoit,162.98,144.16,132.13,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Naivasha,158.97,140.15,128.11,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Marigat,159.38,140.55,128.51,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kabarnet ,159.86,141.04,129.01,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Maralal,160.95,142.13,130.1,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Wamba,161.79,142.97,130.93,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Rumuruti,159.43,140.62,128.58,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Eldoret,159.53,140.72,128.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kiplombe,159.53,140.72,128.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Iten,159.53,140.72,128.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Naiberi,159.53,140.72,128.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kesses,159.53,140.72,128.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kapsabet,159.54,140.74,128.68,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Webuye,159.95,141.15,129.1,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kitale,159.89,141.08,129.03,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kapenguria ,160.52,141.72,129.67,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Bungoma,160.3,141.48,129.44,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Moiben,159.54,140.74,128.68,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Matunda,159.52,140.7,128.66,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Burnt Forest,159.48,140.67,128.62,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Tambach,159.57,140.76,128.71,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kapsowar,160.04,141.22,129.18,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Chebara,159.92,141.1,129.06,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kimwarer,159.84,141.03,128.99,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Timboroa,159.77,140.95,128.9,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Nandi Hills,159.72,140.91,128.87,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kaiboi,159.58,140.77,128.73,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kiminini,160.07,141.27,129.21,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Endebes,160.43,141.61,129.57,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Saboti,160.1,141.29,129.25,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Chepareria,160.73,141.93,129.87,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lomut,162.35,143.53,131.49,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Burgich,161.15,142.34,130.29,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Sigor,161.28,142.47,130.42,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lodwar,163.71,144.9,132.85,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kakuma,165.3,146.49,134.44,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lokichar,162.71,143.9,131.85,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Kalokol,164.47,145.66,133.61,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lokori,163.07,144.27,132.22,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
Lokitaung,167.35,148.55,136.49,7/15/2022,8/14/2022,Friday,15,7,2022,Sunday,14,8,2022,2022-07-15 - 2022-08-14,30,118.15
