Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Kericho,178,163.21,147.17,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nyamira,178.07,163.28,147.24,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kisii,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sotik,178.21,163.42,147.38,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Keroka,178.39,163.6,147.56,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Busia,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Homabay,178.31,163.52,147.48,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Migori,179.17,164.37,148.34,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Isebania,179.45,164.66,148.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Bomet,178.61,163.82,147.78,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Muhoroni,177.72,162.93,146.9,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mbita,178.3,163.5,147.47,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mbale,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Etago,178.94,164.15,148.12,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Magenche,179.05,164.26,148.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kilgoris,178.88,164.09,148.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Malava,177.86,163.06,147.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Lugari,178.25,163.45,147.42,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Rodi Kopany,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ndhiwa,178.65,163.86,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Rangwe,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sindo,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Awasi,177.45,162.66,146.63,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ahero,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ugunja,177.93,163.13,147.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Asembo,177.57,162.78,146.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Usenge,178.06,163.26,147.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Harambee,177.54,162.75,146.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Muhuru Bay,179.31,164.52,148.48,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kehancha,179.54,164.75,148.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ntimaru,179.85,165.06,149.02,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Rongo,178.62,163.83,147.8,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kaspokwony,178.59,163.8,147.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Chwele,178.53,163.74,147.7,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kimilili,178.46,163.67,147.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nambale,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
SioPort,178.35,163.56,147.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Port Bunyala,178.4,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Funyula,178.22,163.43,147.4,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ogembo,178.53,163.74,147.7,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nyangusu,178.79,164,147.96,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Sengera,178.72,163.92,147.88,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Keumbu,178.44,163.64,147.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Marani,178.14,163.35,147.31,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Kerina,178.5,163.71,147.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Ikonge,177.86,163.07,147.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Nyansiongo,178.26,163.47,147.43,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,122.75
Mombasa,175.98,160.76,144.69,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kilifi,176.69,161.47,145.41,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Likoni Mainland,176.34,161.11,145.05,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kwale,176.34,161.11,145.05,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Malindi,176.9,161.67,145.61,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lungalunga,177.05,161.83,145.76,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Voi,177.46,162.24,146.17,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Taveta,178.86,163.64,147.58,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lamu,179.27,164.06,148,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Hola,179.57,164.34,148.28,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mpeketoni,179.27,164.06,148,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Minjila,178.25,163.02,146.96,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Garsen,178.33,163.11,147.05,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Samburu,176.28,161.06,145,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Taru,176.46,161.24,145.18,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mwatate,177.79,162.57,146.51,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Wundanyi,177.96,162.74,146.68,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kaloleni,176.13,160.92,144.85,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Marereni,177.56,162.34,146.27,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nairobi,178.3,163,146.94,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Thika,178.31,163.01,146.94,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Machakos,178.54,163.24,147.18,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kajiado,178.72,163.42,147.36,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Makuyu,178.59,163.29,147.23,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Muranga,178.82,163.52,147.46,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Sagana,179.05,163.75,147.68,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Embu,179.4,164.1,148.04,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kerugoya,179.33,164.03,147.97,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Narok,179.69,164.4,148.33,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nyeri,179.67,164.37,148.31,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Namanga,179.85,164.55,148.48,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kiganjo,179.64,164.34,148.28,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Chuka,179.93,164.63,148.57,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kitui,179.84,164.54,148.47,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mwingi,180.22,164.93,148.86,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nanyuki,180.23,164.94,148.87,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nkubu,181.21,165.91,149.84,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mtito Andei,180.74,165.44,149.38,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Meru,181.4,166.1,150.04,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Isiolo,181.26,165.96,149.89,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Maua,181.85,166.56,150.49,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Garissa,182.47,167.17,151.11,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Marsabit,186.15,170.85,154.79,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Liboi,185.24,169.94,153.87,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Moyale,187.74,172.44,156.37,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Sololo,186.79,171.49,155.43,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Habaswein,185.16,169.86,153.8,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Dadaab,183.85,168.55,152.49,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Tarbaj,187.42,172.12,156.04,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Elwak,189.02,173.72,157.65,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Wajir,187.57,172.27,156.21,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Modogashe,185.3,170,153.94,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mandera,191.35,176.05,159.98,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Matuu,179.2,163.9,147.84,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Merti,183.65,168.35,152.29,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Oldonyiro,180.67,165.36,149.29,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Eldas,189.34,174.04,157.98,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Bute,186.38,171.08,155.02,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Hadado,184.97,169.67,153.6,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mai Mahiu,178.42,163.12,147.06,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Doldo,181,165.7,149.63,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lamuria,180.12,164.82,148.75,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Sipili,180.98,165.68,149.62,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Marimanti,180.61,165.31,149.25,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mutuobare,179.95,164.65,148.58,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
North Horr,187.11,171.82,155.75,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Maikona,185.73,170.43,154.37,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kalacha,186.27,170.97,154.91,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Loyangalani,186.34,171.04,154.97,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Turbi,186.14,170.84,154.78,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Laisamis,183.36,168.06,151.98,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Merille,183.05,167.75,151.69,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Korr,184.3,169,152.93,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nakuru,177.62,162.83,146.79,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Gilgil,177.58,162.79,146.76,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Mogotio,177.57,162.78,146.74,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Molo,177.65,162.86,146.83,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Olenguruone,178.36,163.56,147.53,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Londiani,177.88,163.09,147.05,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nyahururu,177.87,163.08,147.04,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Archers Post,180.85,166.06,150.03,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lodosoit,181.95,167.16,151.13,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Naivasha,177.95,163.15,147.11,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Marigat,178.34,163.55,147.51,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kabarnet ,178.83,164.04,148.01,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Maralal,179.92,165.13,149.1,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Wamba,180.76,165.97,149.93,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Rumuruti,178.41,163.62,147.58,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Eldoret,178.5,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kiplombe,178.5,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Iten,178.5,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Naiberi,178.5,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kesses,178.5,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kapsabet,178.52,163.74,147.68,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Webuye,178.93,164.15,148.1,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kitale,178.86,164.08,148.03,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kapenguria ,179.5,164.72,148.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Bungoma,179.26,164.48,148.44,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Moiben,178.52,163.74,147.68,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Matunda,178.49,163.7,147.66,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Burnt Forest,178.45,163.67,147.62,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Tambach,178.54,163.76,147.71,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kapsowar,179,164.22,148.18,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Chebara,178.89,164.1,148.06,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kimwarer,178.81,164.03,147.99,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Timboroa,178.73,163.95,147.9,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nandi Hills,178.69,163.91,147.87,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kaiboi,178.55,163.77,147.73,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kiminini,179.05,164.27,148.21,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Endebes,179.39,164.61,148.57,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Saboti,179.07,164.29,148.25,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Chepareria,179.71,164.93,148.87,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lomut,181.33,166.53,150.49,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Burgich,180.12,165.34,149.29,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Sigor,180.25,165.47,149.42,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lodwar,182.68,167.9,151.85,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kakuma,184.27,169.49,153.44,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lokichar,181.68,166.9,150.85,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kalokol,183.44,168.66,152.61,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lokori,182.05,167.27,151.22,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lokitaung,186.33,171.55,155.49,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kapedo,181.33,166.53,150.49,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Malaba,179.66,164.88,148.84,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lokichogio,185.46,170.68,154.63,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Ziwa,178.69,163.91,147.87,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Soy,178.51,163.72,147.67,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Moi's Bridge,178.57,163.78,147.74,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Turbo,178.45,163.67,147.62,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Kibish,186.56,171.77,155.73,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Nakalale,185.39,170.6,154.55,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Loima,181.8,167.02,150.97,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
Lokiriama,183.37,168.59,152.53,10/15/2022,11/14/2022,Saturday,15,10,2022,Monday,14,11,2022,2022-10-15 - 2022-11-14,30,121.80
